Driver,Time,GapToLeader
1,0 days 01:49:17.990000,50.869
1,0 days 01:49:23.311000,50.887
1,0 days 01:49:28.791000,51.08
1,0 days 01:49:35.847000,51.219
1,0 days 01:49:40.394000,51.222
1,0 days 01:49:47.521000,51.393
1,0 days 01:49:50.774000,51.399
1,0 days 01:49:54.700000,51.286
1,0 days 01:49:55.781000,51.209
1,0 days 01:49:58.149000,51.003
1,0 days 01:50:00.394000,50.779
1,0 days 01:50:02.393000,50.782
1,0 days 01:50:06.739000,51.08
1,0 days 01:50:09.462000,51.184
1,0 days 01:50:12.476000,51.203
1,0 days 01:50:15.136000,51.116
1,0 days 01:50:17.088000,50.97
1,0 days 01:50:23.626000,51.212
1,0 days 01:50:27.584000,51.232
1,0 days 01:50:29.489000,51.147
1,0 days 01:50:34.266000,51.093
1,0 days 01:50:39.696000,51.257
1,0 days 01:50:45.248000,51.482
1,0 days 01:50:52.174000,51.474
1,0 days 01:50:56.815000,51.487
1,0 days 01:51:04.106000,51.675
1,0 days 01:51:07.226000,51.658
1,0 days 01:51:11.208000,51.529
1,0 days 01:51:12.249000,51.456
1,0 days 01:51:14.626000,51.242
1,0 days 01:51:17.070000,51.013
1,0 days 01:51:18.809000,50.989
1,0 days 01:51:18.818000,50.989
1,0 days 01:51:23.067000,51.2
1,0 days 01:51:25.814000,51.296
1,0 days 01:51:28.886000,51.346
1,0 days 01:51:31.554000,51.314
1,0 days 01:51:33.635000,51.267
1,0 days 01:51:39.838000,51.304
